Kilometrage_parcourus,Sexe,Carburant,Zone,Exposition,age_du_conducteur,age_du_vehicule,ancienpermis,nbre_sinistre,charge_totale
1690,Man,essence,Casablanca-Settat,0.222,56.19,3.18,32.81,0,0
8395,Man,diesel,Marrakech-Safi,0.3316,61.34,14.06,10.55,1,1462.97
9410,Man,diesel,Marrakech-Safi,0.5608,36.51,13.44,13.82,0,0
136,Man,diesel,Casablanca-Settat,0.3195,48.36,6.78,5.4,0,0
6421,Women,diesel,Tanger-Tetouan-AlHoceima,0.5537,54.43,21.6,23.86,2,2779.82
3858,Women,essence,Rabat-Sale-Kenitra,0.782,50.66,16.99,3.88,2,3267.01
1121,Man,essence,Fes-Meknes,0.7569,72.06,11.64,32.19,1,1901.36
1093,Women,diesel,Dakhla-OuedEddahab,0.712,53.54,14.15,29.13,0,0
5764,Women,diesel,Dakhla-OuedEddahab,0.1689,61.63,5.82,18.41,0,0
7980,Women,diesel,Souss-Massa,0.6157,62.55,6.92,13.22,0,0
9068,Man,essence,Casablanca-Settat,0.3823,29.64,9.99,8.48,0,0
9512,Man,essence,Tanger-Tetouan-AlHoceima,0.913,60.17,17.89,38.63,0,0
8170,Women,diesel,Tanger-Tetouan-AlHoceima,0.0179,64.48,14.25,11.69,0,0
4923,Man,diesel,Guelmim,0.0915,46.89,6.05,14.93,1,1375.49
4616,Man,diesel,Rabat-Sale-Kenitra,0.3481,52.4,4.63,21.73,1,2013.22
8236,Women,essence,Laayoune-SakiaElHamra,0.8577,63.16,7.18,19.38,2,5578.88
2979,Women,diesel,Casablanca-Settat,0.6154,53.54,17.71,8.59,0,0
7047,Man,essence,Marrakech-Safi,0.0949,31,9.42,7.96,0,0
9683,Man,diesel,Casablanca-Settat,0.79,58.58,3.58,13.24,0,0
3944,Women,essence,Casablanca-Settat,0.7547,39.73,8.21,12.84,0,0
5763,Man,diesel,Casablanca-Settat,0.3566,44.22,9.37,16.11,1,3048.07
4922,Man,essence,Casablanca-Settat,0.9393,66.21,13.89,25.74,0,0
3342,Women,essence,Casablanca-Settat,0.1953,20.96,11.27,1.01,0,0
5373,Women,diesel,Casablanca-Settat,0.723,41.41,8.18,1.94,2,4102
8888,Women,essence,Casablanca-Settat,0.3734,29.78,3.17,3.41,0,0
5251,Man,essence,Marrakech-Safi,0.9768,36.7,11.96,2.8,1,2544.77
9292,Women,diesel,Casablanca-Settat,0.1917,49.07,18.05,25.31,1,1211.2
941,Women,diesel,Tanger-Tetouan-AlHoceima,0.3408,38.69,4.62,4.71,1,1349.74
5914,Women,essence,Marrakech-Safi,0.2316,53.62,8.88,11.02,0,0
7876,Women,diesel,Tanger-Tetouan-AlHoceima,0.8426,40.31,17.45,20.77,2,4855.88
8265,Women,essence,Dakhla-OuedEddahab,0.0512,37.75,4.19,13.23,0,0
3941,Man,diesel,Souss-Massa,0.082,67.88,20.44,1.95,0,0
1792,Man,essence,Tanger-Tetouan-AlHoceima,0.8611,56.14,4.51,30.05,1,3883.91
5316,Women,essence,Souss-Massa,0.208,24.66,3.94,1.16,0,0
4318,Man,essence,Dakhla-OuedEddahab,0.3721,31.25,11.42,10.91,0,0
8511,Women,diesel,Marrakech-Safi,0.0026,37.43,18.98,16.22,0,0
6709,Women,essence,Casablanca-Settat,0.4323,45.44,7.2,14.61,0,0
3874,Man,diesel,Fes-Meknes,0.523,36.91,16.09,17.28,1,2692.16
7916,Women,diesel,Marrakech-Safi,0.1016,49.73,11.87,5.88,0,0
5410,Women,diesel,Marrakech-Safi,0.6236,25.73,17.22,6.25,0,0
697,Women,essence,Oriental,0.8598,31.75,4.54,13.64,1,2051.99
9085,Women,diesel,Marrakech-Safi,0.5744,58.45,14.91,29.62,0,0
9981,Women,diesel,Marrakech-Safi,0.4609,35.57,16.08,5.45,1,756.69
2743,Women,diesel,Marrakech-Safi,0.4162,38.16,12.91,3.93,0,0
2609,Man,diesel,Casablanca-Settat,0.2051,43.97,9.75,18.7,1,2703.77
9160,Women,diesel,Casablanca-Settat,0.7177,62.9,20.22,7.14,1,1937.25
7356,Man,diesel,Tanger-Tetouan-AlHoceima,0.5886,39.38,15.78,8.87,0,0
3926,Man,essence,Marrakech-Safi,0.3125,43.22,7.81,8.3,1,4582.37
7827,Man,essence,Marrakech-Safi,0.8872,28.42,11.32,8.7,0,0
7958,Man,diesel,Casablanca-Settat,0.0213,23.48,12.94,4.62,0,0
7804,Women,diesel,Tanger-Tetouan-AlHoceima,0.6632,61.66,6.18,6.1,1,453.86
8853,Women,diesel,Tanger-Tetouan-AlHoceima,0.3262,52.14,10.31,25.98,0,0
4324,Women,essence,Marrakech-Safi,0.5261,41.01,7.75,11.83,1,3084.69
1073,Women,essence,Marrakech-Safi,0.7483,26.03,11.42,2.83,1,985.76
8066,Man,diesel,Marrakech-Safi,0.1174,40.05,11.61,8.78,0,0
353,Man,essence,Tanger-Tetouan-AlHoceima,0.2636,60.56,7.73,19.02,0,0
803,Man,diesel,BeniMellal-Khenifra,0.9042,39.61,1.11,14.79,2,4092.32
858,Women,essence,Tanger-Tetouan-AlHoceima,0.4399,57.36,17.47,1.41,1,900.45
6882,Women,diesel,Marrakech-Safi,0.5417,36.98,10.47,3.81,0,0
5916,Man,diesel,Tanger-Tetouan-AlHoceima,0.7014,65.54,6.91,18.73,0,0
7034,Women,diesel,Casablanca-Settat,0.6702,37.97,17.92,2.23,0,0
5228,Man,diesel,Souss-Massa,0.4214,57.85,17.21,6.5,0,0
8599,Women,essence,Casablanca-Settat,0.0746,61.04,10.92,7.58,0,0
6030,Women,diesel,Tanger-Tetouan-AlHoceima,0.0299,55.81,12.19,7.1,0,0
6573,Women,diesel,Marrakech-Safi,0.7204,26.33,12.16,0.35,2,3054.98
5123,Women,diesel,Marrakech-Safi,0.2991,48.08,7.84,25.53,0,0
3792,Women,essence,Casablanca-Settat,0.4376,24.42,7.72,1.69,0,0
9501,Man,diesel,Tanger-Tetouan-AlHoceima,0.8489,41.36,19.35,21.56,0,0
9463,Women,essence,Casablanca-Settat,0.8911,22.77,9.55,0.08,1,1824.79
4129,Women,diesel,Casablanca-Settat,0.2561,62.84,8.33,30.51,0,0
8057,Women,diesel,Oriental,0.4786,30.91,12.2,1.05,4,5905.03
5607,Man,essence,Casablanca-Settat,0.6519,67.61,12.33,13.06,2,8075.67
9494,Women,diesel,Tanger-Tetouan-AlHoceima,0.9593,71.18,19.7,5.37,0,0
1997,Man,diesel,Casablanca-Settat,0.1711,33.93,10.75,6.46,0,0
7189,Man,diesel,Guelmim,0.7986,46.98,18.98,25.98,1,502.52
8088,Women,diesel,Tanger-Tetouan-AlHoceima,0.7054,23.55,17.33,5.44,0,0
5312,Man,diesel,Casablanca-Settat,0.2548,68.23,3.34,19.21,0,0
2808,Women,essence,Casablanca-Settat,0.8059,62.19,9.99,3.52,2,4755.6
7490,Women,essence,Marrakech-Safi,0.1192,23.64,15.4,0.08,0,0
1393,Women,diesel,Casablanca-Settat,0.0807,59.24,5.3,10.02,0,0
6243,Women,diesel,Marrakech-Safi,0.8909,20.33,15.85,2.27,0,0
5233,Man,essence,Marrakech-Safi,0.2713,67.69,8.53,35.67,0,0
2904,Man,essence,Tanger-Tetouan-AlHoceima,0.4333,65.18,12.09,27.72,0,0
6217,Women,essence,Tanger-Tetouan-AlHoceima,0.6553,68.15,4.54,19.12,2,3153.74
7767,Women,diesel,Marrakech-Safi,0.9286,51.39,18.24,32.3,2,5127.52
8788,Women,diesel,Casablanca-Settat,0.5197,23.71,13.49,3.38,1,1134.86
224,Women,diesel,BeniMellal-Khenifra,0.9926,34.6,15.18,3.33,0,0
522,Women,essence,Casablanca-Settat,0.5273,33.26,7.52,2.52,2,3678.88
2884,Man,essence,Tanger-Tetouan-AlHoceima,0.4023,45.09,4.38,4.2,0,0
2954,Women,essence,Tanger-Tetouan-AlHoceima,0.1826,62.81,1.11,16.25,0,0
2530,Man,diesel,Tanger-Tetouan-AlHoceima,0.5183,24.16,9.72,0.29,1,2474.77
7597,Women,diesel,Casablanca-Settat,0.451,28.22,10.02,3.29,0,0
6542,Women,essence,Casablanca-Settat,0.7172,20.41,13.82,0.09,0,0
5746,Women,diesel,Casablanca-Settat,0.6831,63.47,15.81,13.85,1,1379.32
5915,Women,diesel,Tanger-Tetouan-AlHoceima,0.1509,44.11,7.55,3.06,0,0
898,Women,diesel,Marrakech-Safi,0.5658,58.62,19.44,21.87,0,0
2601,Women,diesel,Marrakech-Safi,0.1967,43.66,5.76,7.72,0,0
6429,Man,essence,Casablanca-Settat,0.5987,65.83,4.5,36.74,0,0
5645,Women,diesel,Marrakech-Safi,0.7599,60.19,4.51,32.28,1,1203.81
1319,Man,essence,Casablanca-Settat,0.7934,40.08,9.45,5.58,2,8353.44
6083,Man,essence,Tanger-Tetouan-AlHoceima,0.2158,52.48,5.2,7.91,0,0
960,Women,diesel,Marrakech-Safi,0.5666,53.86,6.5,14.18,1,1186.42
510,Man,diesel,Tanger-Tetouan-AlHoceima,0.0645,51.15,8.73,29.05,0,0
5777,Women,essence,Casablanca-Settat,0.5829,50.89,3.67,25.11,1,1600.69
3314,Women,diesel,Guelmim,0.4867,68.15,14.46,36.15,2,1897.47
6644,Women,diesel,Marrakech-Safi,0.6373,20.68,5.26,1.16,2,4697.88
5344,Man,essence,Marrakech-Safi,0.0107,49.43,10.65,29.13,0,0
8474,Man,diesel,Fes-Meknes,0.443,33.09,17.18,7.39,0,0
912,Women,diesel,Marrakech-Safi,0.4054,21.64,13.56,2.35,0,0
2824,Man,diesel,Casablanca-Settat,0.2779,40.27,9.61,15.67,0,0
7559,Women,diesel,Marrakech-Safi,0.2071,70.97,8.41,27.41,2,2880.4
6759,Women,diesel,Draa-Tafilalet,0.8609,59.29,19.3,39.84,1,1746.93
9521,Women,diesel,Souss-Massa,0.5837,71.35,12.27,47.88,0,0
2888,Women,diesel,Casablanca-Settat,0.1836,23.29,6.18,4.24,0,0
3028,Man,essence,Marrakech-Safi,0.0021,39.34,8.32,14.93,0,0
5078,Man,diesel,Tanger-Tetouan-AlHoceima,0.4366,61.98,3.92,26.35,2,2372.59
3296,Man,diesel,Casablanca-Settat,0.5537,46.79,16.77,13.32,1,1859.27
6784,Women,diesel,Marrakech-Safi,0.2935,23.33,10,1.67,0,0
7460,Women,diesel,Tanger-Tetouan-AlHoceima,0.0387,63.01,12.83,7.29,0,0
3111,Women,essence,Casablanca-Settat,0.2101,32.89,20.3,6.4,0,0
5993,Women,essence,Marrakech-Safi,0.6481,68.28,2.85,49.41,1,874.11
3741,Man,diesel,Casablanca-Settat,0.013,21,15.67,0.2,0,0
2320,Women,essence,Marrakech-Safi,0.0167,23.94,13.97,3.18,0,0
2668,Women,diesel,Casablanca-Settat,0.5567,23.81,4.84,4.74,1,764.21
3605,Women,diesel,Casablanca-Settat,0.0664,43.5,13.57,13.11,0,0
4368,Man,diesel,Casablanca-Settat,0.6762,60.47,19.34,23.67,1,1746.84
4501,Women,diesel,Casablanca-Settat,0.8218,27.28,20.76,5.91,1,1919.79
4518,Women,diesel,Casablanca-Settat,0.8614,33.23,13.83,14.47,2,4130.59
5766,Women,essence,Tanger-Tetouan-AlHoceima,0.5095,35.9,9.38,6.87,0,0
5263,Man,essence,Marrakech-Safi,0.7704,43.41,16.11,12.02,0,0
975,Women,essence,Tanger-Tetouan-AlHoceima,0.5939,35.2,11.96,10.16,1,1077.78
802,Man,diesel,Casablanca-Settat,0.0672,39.74,12.15,9.19,0,0
9991,Women,essence,Tanger-Tetouan-AlHoceima,0.0264,24.67,15.81,4.37,0,0
4032,Women,essence,Marrakech-Safi,0.8154,48.71,20.37,7.12,0,0
8741,Man,diesel,Casablanca-Settat,0.148,43.57,12.26,24.61,0,0
6118,Man,essence,Marrakech-Safi,0.2943,58.83,10.04,15.66,0,0
1908,Man,diesel,Oriental,0.3418,60.41,9.19,22.65,1,3888.74
6595,Man,essence,Marrakech-Safi,0.9169,61.32,3.44,4.08,1,1583.1
241,Women,diesel,Casablanca-Settat,0.3194,69.1,7.5,1.69,0,0
1171,Man,diesel,Marrakech-Safi,0.5599,39.3,10.65,11.24,0,0
7700,Women,essence,Tanger-Tetouan-AlHoceima,0.6626,67.17,21.12,19.25,1,1901.16
2119,Man,diesel,Tanger-Tetouan-AlHoceima,0.1914,25.72,15.68,6.35,0,0
5712,Man,diesel,Marrakech-Safi,0.0964,70.98,12.62,17.42,0,0
8388,Man,diesel,Marrakech-Safi,0.4585,63.9,20.76,15.16,0,0
3928,Women,essence,Casablanca-Settat,0.568,64.41,14.23,8.16,1,1851.4
916,Women,diesel,Casablanca-Settat,0.4795,67.75,17.1,22.56,1,2405.21
9486,Women,diesel,Laayoune-SakiaElHamra,0.1268,52.61,15.69,3.71,1,1186.45
8491,Man,essence,Oriental,0.1779,39.26,17.37,20.54,0,0
7280,Women,essence,Casablanca-Settat,0.6439,33.05,5.56,2.76,0,0
3921,Women,diesel,Tanger-Tetouan-AlHoceima,0.1516,46.2,17.08,26.63,0,0
5859,Women,diesel,Marrakech-Safi,0.347,64.81,12.44,33.71,0,0
9315,Man,diesel,BeniMellal-Khenifra,0.5776,36.54,3.43,8.33,0,0
4055,Women,essence,Guelmim,0.138,63.15,10.97,32.42,0,0
1282,Women,essence,Marrakech-Safi,0.2432,58.09,14.02,13.97,1,732.61
3327,Women,essence,Marrakech-Safi,0.797,60.21,8.08,29.66,1,1915.99
3271,Women,essence,Oriental,0.8563,47.47,4.48,11.08,0,0
901,Man,diesel,Tanger-Tetouan-AlHoceima,0.4863,51.69,7.53,10.93,1,3042.16
5477,Women,diesel,Tanger-Tetouan-AlHoceima,0.7404,56.2,14.61,11.11,1,1382.67
4341,Women,essence,Marrakech-Safi,0.3395,20.68,18.61,2.43,0,0
3065,Women,diesel,Casablanca-Settat,0.6751,20.81,22.38,1.4,0,0
9464,Women,essence,Marrakech-Safi,0.384,28.3,2.14,1.35,1,2302.27
4721,Man,diesel,Casablanca-Settat,0.2395,52.62,4.02,1.18,0,0
7344,Women,diesel,Marrakech-Safi,0.7992,44.84,7.49,20.27,2,5628.7
5507,Women,diesel,Marrakech-Safi,0.2238,65.92,9.22,29.06,0,0
6791,Women,diesel,Tanger-Tetouan-AlHoceima,0.912,69.82,6.13,24.94,1,3318.59
8863,Man,diesel,Marrakech-Safi,0.5553,34.36,18.55,2.29,1,1479.74
972,Man,diesel,Marrakech-Safi,0.0173,20.24,20.54,1.45,0,0
9766,Man,essence,Draa-Tafilalet,0.3058,45.84,3.62,18.32,3,10566.9
8201,Man,essence,Marrakech-Safi,0.0515,62.07,8.05,10.64,0,0
5343,Man,diesel,Tanger-Tetouan-AlHoceima,0.6233,31.66,8.5,13.64,0,0
3265,Man,essence,Tanger-Tetouan-AlHoceima,0.7883,68.77,6.69,25.11,1,2685.58
3507,Man,essence,Casablanca-Settat,0.6853,32.62,21.59,3.01,0,0
176,Women,diesel,Laayoune-SakiaElHamra,0.1903,62.69,5.08,30.65,0,0
3749,Women,essence,Tanger-Tetouan-AlHoceima,0.5177,39.59,13.95,1.98,0,0
4588,Women,essence,Casablanca-Settat,0.8593,39.71,8.58,5.24,1,581.71
1902,Man,diesel,Tanger-Tetouan-AlHoceima,0.2713,56.5,15.98,21.91,0,0
7191,Man,diesel,Tanger-Tetouan-AlHoceima,0.0291,29.54,9.49,3.42,0,0
4339,Man,essence,Tanger-Tetouan-AlHoceima,0.1102,43.64,5.22,4.31,0,0
3974,Women,essence,Dakhla-OuedEddahab,0.7861,35.79,6.41,17.44,3,8170.73
4052,Man,diesel,Fes-Meknes,0.7356,37.31,7.35,2.49,1,3201.96
3398,Women,essence,Tanger-Tetouan-AlHoceima,0.1454,53.93,5.23,35.77,1,2554.92
2953,Women,diesel,Souss-Massa,0.7911,46.97,4.69,3.5,1,450.43
2447,Man,essence,Marrakech-Safi,0.3872,36.25,3.97,10.18,0,0
2695,Women,diesel,Marrakech-Safi,0.2066,58.14,14.96,3.59,1,1338.91
8567,Women,essence,Oriental,0.5542,28.36,10.37,8.42,0,0
7027,Women,diesel,Dakhla-OuedEddahab,0.6168,21.03,21.55,2.6,1,1164.92
5554,Man,essence,Casablanca-Settat,0.1494,46.81,16,8.64,0,0
7872,Man,diesel,Casablanca-Settat,0.6784,42.58,17.46,24.34,2,7585.27
3459,Women,diesel,Tanger-Tetouan-AlHoceima,0.0876,32.45,4.77,9.59,0,0
2519,Women,essence,Marrakech-Safi,0.5558,38.21,8.74,0.2,1,1487
9590,Women,diesel,Casablanca-Settat,0.4827,65.53,14.43,8.44,0,0
1247,Women,essence,Casablanca-Settat,0.4588,42.81,4.97,2.24,1,4574.35
7594,Man,diesel,Marrakech-Safi,0.2129,35.7,15.36,0.41,0,0
9989,Women,essence,Casablanca-Settat,0.0283,39.55,14.71,11.43,1,1046.84
1263,Man,diesel,Casablanca-Settat,0.8888,60.16,14.83,7.23,1,3091.92
3715,Women,essence,BeniMellal-Khenifra,0.8646,61.23,7.46,37.27,1,1006.03
215,Women,essence,Tanger-Tetouan-AlHoceima,0.7077,51.3,13.8,6.29,1,1397.14
7492,Man,diesel,Marrakech-Safi,0.0717,25.95,18.66,6.5,0,0
8926,Man,essence,Rabat-Sale-Kenitra,0.1141,50.58,9.4,30.28,0,0
1681,Man,diesel,Marrakech-Safi,0.9288,36.08,17.75,6,1,1652.16
2562,Women,essence,Tanger-Tetouan-AlHoceima,0.564,69.78,13.19,34.76,1,3563.43
3159,Man,diesel,Casablanca-Settat,0.3375,60.5,6.45,27.6,0,0
8308,Women,essence,Casablanca-Settat,0.5119,62.03,6.18,7.15,0,0
8446,Women,diesel,Casablanca-Settat,0.9248,25.36,8.02,5.19,1,942.26
3071,Women,diesel,Casablanca-Settat,0.6074,51.82,18.67,25.02,0,0
9296,Man,essence,Souss-Massa,0.137,35.07,18.98,0.04,0,0
4845,Man,diesel,BeniMellal-Khenifra,0.9193,59.71,12.65,13.52,1,1032.55
5721,Women,essence,Souss-Massa,0.1954,27.66,8.26,0.84,0,0
5087,Man,diesel,Marrakech-Safi,0.5104,49.66,9.91,23.71,1,3599.43
2855,Man,essence,Fes-Meknes,0.3932,20.01,6.35,1.32,0,0
2837,Man,essence,Casablanca-Settat,0.6338,45.42,13.74,25.89,1,6076.93
1295,Women,diesel,Casablanca-Settat,0.7498,50.19,16.7,12.24,1,2917.18
6596,Man,essence,Oriental,0.4923,41.64,11.02,21.09,1,5522.73
6031,Women,essence,Draa-Tafilalet,0.6552,52.64,5.01,21.15,0,0
3196,Man,essence,Marrakech-Safi,0.0933,48.34,5.51,5.04,1,2303.7
5637,Man,essence,Casablanca-Settat,0.8061,21.46,18.28,0.11,0,0
4578,Women,essence,Marrakech-Safi,0.0486,44.87,13.44,7.32,0,0
5398,Man,essence,Marrakech-Safi,0.1686,65.43,4.71,2.73,0,0
7151,Man,essence,Casablanca-Settat,0.234,49.98,14.04,1.89,0,0
6194,Women,diesel,Marrakech-Safi,0.1947,31.01,14.58,5,1,1972.51
7364,Women,essence,Draa-Tafilalet,0.0184,35.05,4.54,14.08,0,0
3463,Women,essence,Laayoune-SakiaElHamra,0.2489,62.35,11.11,41.6,0,0
5817,Women,essence,Oriental,0.2501,51.26,20.32,22.31,0,0
1043,Man,essence,Marrakech-Safi,0.043,45.69,6.9,23.36,0,0
7375,Man,diesel,Tanger-Tetouan-AlHoceima,0.8056,32.22,8.67,0.18,0,0
5404,Man,essence,Casablanca-Settat,0.0655,26.98,7.21,1.83,0,0
7083,Women,essence,Casablanca-Settat,0.7099,27.24,11.07,2.89,1,3665.14
7101,Man,essence,Casablanca-Settat,0.3217,62.85,17.44,32.03,0,0
6953,Women,essence,Casablanca-Settat,0.7483,55.57,21.53,3.7,1,2122.97
2138,Man,diesel,Casablanca-Settat,0.0881,43.85,13.25,22.14,0,0
7927,Women,diesel,Casablanca-Settat,0.9283,24.82,11.84,2.5,0,0
8994,Women,essence,Casablanca-Settat,0.3967,59.82,11.52,2.59,1,1755.7
3617,Women,essence,Oriental,0.8673,30.1,2.56,3.5,1,2475.62
3871,Man,essence,Tanger-Tetouan-AlHoceima,0.5743,41.87,10.12,4,1,1751.95
9609,Women,diesel,Casablanca-Settat,0.4045,36.57,8.25,7.53,0,0
8315,Man,diesel,Marrakech-Safi,0.3727,65.85,6,13.57,0,0
9747,Women,essence,Casablanca-Settat,0.9089,59.72,12.46,36.4,0,0
8956,Man,diesel,Oriental,0.0288,38.62,19.2,20.39,0,0
5754,Man,diesel,Tanger-Tetouan-AlHoceima,0.5278,65.1,14.19,14.55,1,2096.8
268,Women,essence,Guelmim,0.3941,25.88,6.44,6.22,0,0
2057,Women,essence,Tanger-Tetouan-AlHoceima,0.5197,43.36,5.78,16.12,0,0
3332,Man,essence,Tanger-Tetouan-AlHoceima,0.9655,64.74,9.34,0.82,0,0
8490,Man,essence,Casablanca-Settat,0.9417,39.21,4.74,10.82,0,0
7863,Man,essence,Casablanca-Settat,0.4857,67.75,16.09,30.52,0,0
8503,Man,essence,Guelmim,0.0742,70.57,7.23,31.65,0,0
5085,Man,diesel,Casablanca-Settat,0.1945,60.19,18.7,7.8,0,0
7477,Man,diesel,Casablanca-Settat,0.0202,59.26,9.54,17.1,0,0
7359,Women,diesel,Oriental,0.3248,30.46,18.11,4.38,0,0
3605,Man,diesel,Marrakech-Safi,0.1788,52.66,11,8.8,0,0
7231,Man,diesel,Marrakech-Safi,0.5144,34.49,21.54,0.68,0,0
9388,Man,diesel,Marrakech-Safi,0.9919,34.69,1.39,10.7,3,8359.39
9887,Women,essence,Casablanca-Settat,0.2288,67.17,22.17,5,0,0
7145,Women,diesel,Marrakech-Safi,0.3288,35.86,17.25,6.35,0,0
3389,Women,essence,Casablanca-Settat,0.0166,41.65,17,23,0,0
2321,Man,diesel,Tanger-Tetouan-AlHoceima,0.4721,25.09,18.41,2.55,0,0
223,Women,essence,Marrakech-Safi,0.3707,25.24,7.44,0.56,0,0
2980,Women,essence,Marrakech-Safi,0.3548,65.92,3.9,40.63,0,0
9123,Man,essence,Casablanca-Settat,0.7105,29.07,7.14,6.03,1,260.84
4177,Man,essence,Marrakech-Safi,0.6975,22.15,8.5,1.19,0,0
9835,Man,diesel,Tanger-Tetouan-AlHoceima,0.0165,40.69,15.34,4.41,0,0
224,Man,diesel,Marrakech-Safi,0.999,34.99,21.16,5.23,0,0
5160,Women,essence,Tanger-Tetouan-AlHoceima,0.871,64.08,7.41,23.38,0,0
5698,Man,essence,Casablanca-Settat,0.5007,68.39,11.87,18.67,0,0
6926,Women,essence,Casablanca-Settat,0.4365,46.69,4.86,21.6,0,0
5588,Women,essence,Tanger-Tetouan-AlHoceima,0.6521,31.68,8.71,1.22,0,0
4942,Women,diesel,Tanger-Tetouan-AlHoceima,0.0797,51.36,16.66,17.8,0,0
9895,Man,essence,Marrakech-Safi,0.9919,25.66,10.46,4.28,0,0
8313,Man,essence,Marrakech-Safi,0.7387,25.86,16.91,4.79,0,0
9435,Women,diesel,Casablanca-Settat,0.0387,35.79,16.2,1.62,0,0
3776,Women,essence,Casablanca-Settat,0.2635,64.33,18.92,11.96,0,0
4404,Man,diesel,BeniMellal-Khenifra,0.6758,44.91,18.09,20.79,0,0
3891,Women,diesel,Tanger-Tetouan-AlHoceima,0.9278,40.26,10.85,1.77,0,0
217,Man,essence,Tanger-Tetouan-AlHoceima,0.6252,49.45,22.8,19.66,1,6325.61
9779,Man,essence,Oriental,0.4248,40.18,6.12,19.67,0,0
4015,Man,essence,BeniMellal-Khenifra,0.8518,57.3,13.2,6.24,0,0
6217,Man,diesel,Tanger-Tetouan-AlHoceima,0.573,38.2,5.77,19.52,1,1923.37
2023,Man,diesel,Tanger-Tetouan-AlHoceima,0.7044,29.56,5.1,1.28,0,0
2527,Man,essence,Marrakech-Safi,0.5635,62.02,14.18,13.31,0,0
8506,Women,diesel,Tanger-Tetouan-AlHoceima,0.0418,59.8,20.88,33.77,0,0
5606,Man,diesel,Casablanca-Settat,0.8755,48.59,15.41,19.66,1,1768.76
5333,Women,essence,Casablanca-Settat,0.0232,28.59,16.27,0.56,0,0
2014,Women,essence,Casablanca-Settat,0.8246,69.95,16.25,30.4,1,2506.32
191,Women,diesel,Marrakech-Safi,0.6045,60.53,20.01,6.34,1,906.27
1101,Man,essence,Marrakech-Safi,0.9656,44.22,17.19,5.24,3,8508.68
8846,Man,essence,Tanger-Tetouan-AlHoceima,0.44,45.2,10.24,11.78,0,0
8182,Women,diesel,Laayoune-SakiaElHamra,0.5748,68.56,16.96,32.48,3,3549.64
3811,Women,diesel,Casablanca-Settat,0.1577,24.76,10.49,1.59,0,0
5750,Man,diesel,Draa-Tafilalet,0.2152,39.16,9.57,14.16,1,1861.55
9130,Women,diesel,Fes-Meknes,0.5651,65.95,2.14,6.14,1,2631.66
5406,Women,diesel,Marrakech-Safi,0.0029,50.82,13.97,14.05,0,0
7278,Man,essence,Marrakech-Safi,0.6228,35.48,18.02,4.99,1,2642.08
6731,Women,essence,Rabat-Sale-Kenitra,0.0218,64.26,17.02,25.21,0,0
2841,Women,diesel,Marrakech-Safi,0.5089,63.53,10.23,27.43,2,1562.72
1307,Women,diesel,Marrakech-Safi,0.6095,55.42,15.61,28.17,0,0
8141,Women,diesel,Guelmim,0.0917,53.1,6.78,16.44,0,0
286,Man,essence,Tanger-Tetouan-AlHoceima,0.7008,71.72,18.55,31.74,0,0
8179,Women,diesel,Casablanca-Settat,0.76,25.05,12.03,1.99,1,1350.6
4403,Women,essence,Casablanca-Settat,0.665,37.6,4.57,19.46,0,0
4612,Women,diesel,Casablanca-Settat,0.3069,62.11,11.23,27.7,0,0
8133,Women,diesel,Tanger-Tetouan-AlHoceima,0.3488,46.93,8.34,2.13,0,0
1886,Man,diesel,Casablanca-Settat,0.7747,23.9,19.95,0.55,3,10091.19
9251,Women,essence,Casablanca-Settat,0.1624,41.34,8.64,16.12,0,0
2222,Man,essence,Casablanca-Settat,0.9079,26.64,16.13,5.4,0,0
4941,Man,essence,Tanger-Tetouan-AlHoceima,0.5944,24.53,15.62,5.7,0,0
8660,Women,diesel,Tanger-Tetouan-AlHoceima,0.3679,41.34,19.35,0.68,4,8955.06
9114,Women,diesel,Tanger-Tetouan-AlHoceima,0.1837,30.96,14.05,0.67,1,636.39
5956,Women,essence,Casablanca-Settat,0.3303,53.9,22.94,23.64,1,1465.46
1090,Man,diesel,Marrakech-Safi,0.8827,49.18,16.07,29.72,2,4972.46
1572,Man,essence,Casablanca-Settat,0.0706,32.48,14.07,1.56,0,0
9081,Women,diesel,Tanger-Tetouan-AlHoceima,0.6871,37.08,8.43,15.29,1,1528.84
3722,Women,diesel,Casablanca-Settat,0.7145,28.82,15.24,3.99,0,0
272,Women,diesel,Marrakech-Safi,0.3983,55.16,8.18,37.11,0,0
4851,Women,essence,Casablanca-Settat,0.8627,52.49,7.88,24.7,0,0
3715,Women,essence,Tanger-Tetouan-AlHoceima,0.87,21.3,2.03,1.07,0,0
1568,Man,essence,Casablanca-Settat,0.9653,45.55,17.21,0.25,0,0
1957,Man,diesel,Dakhla-OuedEddahab,0.2401,32.73,7.57,5.62,0,0
3997,Man,essence,Casablanca-Settat,0.8938,29.93,9.39,2.46,0,0
7316,Man,diesel,Marrakech-Safi,0.9395,36.91,16.18,8.52,0,0
6855,Women,diesel,Souss-Massa,0.1601,46.06,11.45,4.2,1,2378.27
2435,Man,diesel,Marrakech-Safi,0.6288,43.09,5.04,12.88,0,0
4265,Women,essence,Casablanca-Settat,0.5416,52.53,17.91,16,0,0
342,Women,diesel,Tanger-Tetouan-AlHoceima,0.245,32.55,5.53,1.65,0,0
2165,Man,diesel,Marrakech-Safi,0.3863,25.44,8.07,5.72,0,0
